day,month,farm,block,row#,tree#,treatment,pollenmix,uid,no.visits,final,year,seedcount,age,carpel 1,carpel 2,carpel 3,carpel 4,carpel 5,carpel 6,carpel 7,carpel 8,carpel 9,measurer,seeds
4,10,ausfarm,acr,22,24,c,na,410acr_C_fs009,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,27,65,c,na,410acr_C_fs010,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,27,65,c,na,410acr_C_fs011,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,27,65,c,na,410acr_C_fs012,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,33,34,c,na,410acr_C_fs013,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,33,34,c,na,410acr_C_fs014,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,33,34,c,na,410acr_C_fs015,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,34,22,c,na,410acr_C_fs016,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,34,22,c,na,410acr_C_fs017,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,34,22,c,na,410acr_C_fs018,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,40,21,c,na,410acr_C_fs019,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,40,21,c,na,410acr_C_fs020,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,40,21,c,na,410acr_C_fs021,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,51,2,c,na,410acr_C_fs022,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,51,2,c,na,410acr_C_fs023,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,10,34,o,na,410acr_O_fs001,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,10,34,o,na,410acr_O_fs002,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,21,49,o,na,410acr_O_fs003,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,21,49,o,na,410acr_O_fs004,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,21,49,o,na,410acr_O_fs005,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,22,24,o,na,410acr_O_fs008,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,22,24,o,na,410acr_O_fs010,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,27,65,o,na,410acr_O_fs011,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,27,65,o,na,410acr_O_fs012,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,27,65,o,na,410acr_O_fs013,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,33,34,o,na,410acr_O_fs014,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,33,34,o,na,410acr_O_fs015,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,33,34,o,na,410acr_O_fs016,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,34,22,o,na,410acr_O_fs017,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,34,22,o,na,410acr_O_fs018,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,34,22,o,na,410acr_O_fs019,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,40,21,o,na,410acr_O_fs020,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,40,21,o,na,410acr_O_fs021,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,40,21,o,na,410acr_O_fs022,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,51,2,o,na,410acr_O_fs023,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,ausfarm,acr,51,2,o,na,410acr_O_fs024,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,2,64,c,na,410for_C_fs201,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,2,64,c,na,410for_C_fs202,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,4,61,c,na,410for_C_fs203,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,4,61,c,na,410for_C_fs204,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,58,c,na,410for_C_fs205,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,58,c,na,410for_C_fs206,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,29,c,na,410for_C_fs207,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,29,c,na,410for_C_fs208,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,13,30,c,na,410for_C_fs209,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,13,30,c,na,410for_C_fs210,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,20,13,c,na,410for_C_fs211,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,20,13,c,na,410for_C_fs212,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,21,42,c,na,410for_C_fs213,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,21,42,c,na,410for_C_fs214,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,31,15,c,na,410for_C_fs215,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,31,15,c,na,410for_C_fs216,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,32,42,c,na,410for_C_fs217,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,32,42,c,na,410for_C_fs218,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,2,64,hp,PL,410for_HP_fs201,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,2,64,hp,PL,410for_HP_fs202,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,2,64,hp,PL,410for_HP_fs203,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,4,61,hp,PL,410for_HP_fs204,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,4,61,hp,PL,410for_HP_fs205,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,4,61,hp,PL,410for_HP_fs206,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,58,hp,PL,410for_HP_fs207,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,58,hp,PL,410for_HP_fs208,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,58,hp,PL,410for_HP_fs209,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,29,hp,PL,410for_HP_fs210,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,29,hp,PL,410for_HP_fs211,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,29,hp,PL,410for_HP_fs212,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,13,30,hp,PL,410for_HP_fs213,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,13,30,hp,PL,410for_HP_fs214,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,13,30,hp,PL,410for_HP_fs215,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,20,13,hp,PL,410for_HP_fs216,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,20,13,hp,PL,410for_HP_fs217,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,20,13,hp,PL,410for_HP_fs218,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,21,42,hp,PL,410for_HP_fs219,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,21,42,hp,PL,410for_HP_fs220,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,21,42,hp,PL,410for_HP_fs221,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,31,15,hp,PL,410for_HP_fs222,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,31,15,hp,PL,410for_HP_fs223,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,32,42,hp,PL,410for_HP_fs224,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,32,42,hp,PL,410for_HP_fs225,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,2,64,o,na,410for_O_fs202,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,4,61,o,na,410for_O_fs203,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,4,61,o,na,410for_O_fs204,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,58,o,na,410for_O_fs205,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,58,o,na,410for_O_fs206,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,12,29,o,na,410for_O_fs208,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,13,30,o,na,410for_O_fs209,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,13,30,o,na,410for_O_fs210,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,21,42,o,na,410for_O_fs213,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,21,42,o,na,410for_O_fs214,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,31,15,o,na,410for_O_fs216,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,32,42,o,na,410for_O_fs217,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,10,savio,for,32,42,o,na,410for_O_fs218,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,7,11,hp,PL,710bir_HP_fs001,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,7,11,hp,PL,710bir_HP_fs002,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,7,11,hp,PL,710bir_HP_fs003,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,6,79,hp,PL,710bir_HP_fs004,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,10,46,hp,PL,710bir_HP_fs005,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,10,46,hp,PL,710bir_HP_fs006,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,11,80,hp,PL,710bir_HP_fs007,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,11,80,hp,PL,710bir_HP_fs008,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,11,80,hp,PL,710bir_HP_fs009,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,11,80,hp,PL,710bir_HP_fs010,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,73,hp,PL,710bir_HP_fs011,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,73,hp,PL,710bir_HP_fs012,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,112,hp,PL,710bir_HP_fs013,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,112,hp,PL,710bir_HP_fs014,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,112,hp,PL,710bir_HP_fs015,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,107,hp,PL,710bir_HP_fs016,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,107,hp,PL,710bir_HP_fs017,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,107,hp,PL,710bir_HP_fs018,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,80,hp,PL,710bir_HP_fs019,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,80,hp,PL,710bir_HP_fs020,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,80,hp,PL,710bir_HP_fs021,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,10,46,hp,PL_mix,710bir_HP_fs106,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,11,80,hp,PL_mix,710bir_HP_fs109,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,11,80,hp,PL_mix,710bir_HP_fs110,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,73,hp,PL_mix,710bir_HP_fs111,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,73,hp,PL_mix,710bir_HP_fs112,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,14,112,hp,PL_mix,710bir_HP_fs116,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,80,hp,PL_mix,710bir_HP_fs119,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,10,savio,bir,16,80,hp,PL_mix,710bir_HP_fs120,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,20,16,o,na,na10bri_O_fs002,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,20,43,o,na,na10bri_O_fs003,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,20,43,o,na,na10bri_O_fs004,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,21,47,o,na,na10bri_O_fs006,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,24,78,o,na,na10bri_O_fs007,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,24,78,o,na,na10bri_O_fs008,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,26,64,o,na,na10bri_O_fs009,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,26,64,o,na,na10bri_O_fs010,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,NA,NA,o,na,na10bri_O_fs011,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,10,ausfarm,bri,NA,NA,o,na,na10bri_O_fs012,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 1 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 1 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 1 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 1 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 1 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 1 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 1 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 2 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 2 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 2 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 2 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 2 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 2 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 2 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 2 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 3 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 3 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 3 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 3 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 3 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 3 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 3 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 3 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 4 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 4 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 4 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 4 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 4 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,o,na,Nic_23_ O _ 4 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 4 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 4 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 4 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 4 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 4 _ 5,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 5 _ 2,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 5 _ 3,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,hp,mix,Nic_23_ C-HP _ 5 _ 4,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,10,nicoletti,23,NA,NA,c,na,Nic_23_ C _ 5 _ 1,NA,0,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
